state,sample_size,answer,pct,votes
Iowa,871.0,Biden,49.0,6
Iowa,871.0,Trump,48.0,6
Pennsylvania,499.0,Biden,48.4,20
Pennsylvania,499.0,Trump,49.2,20
Florida,400.0,Biden,47.0,29
Florida,400.0,Trump,48.2,29
Nebraska CD-2,191.0,Biden,50.2,1
Nebraska CD-2,191.0,Trump,44.3,1
Nebraska CD-2,547.0,Biden,50.0,1
Nebraska CD-2,547.0,Trump,47.0,1
Montana,920.0,Biden,45.0,3
Montana,920.0,Trump,50.0,3
Maine,1024.0,Biden,52.0,2
Maine,1024.0,Trump,40.0,2
Maine CD-2,475.0,Biden,47.0,1
Maine CD-2,475.0,Trump,46.0,1
Maine CD-2,475.0,Biden,50.0,1
Maine CD-2,475.0,Trump,50.0,1
Maine CD-1,549.0,Biden,56.0,1
Maine CD-1,549.0,Trump,35.0,1
Arizona,610.0,Biden,50.0,11
Arizona,610.0,Trump,48.0,11
Arizona,610.0,Biden,50.0,11
Arizona,610.0,Trump,47.0,11
Florida,1261.0,Biden,53.0,29
Florida,1261.0,Trump,45.5,29
North Carolina,690.0,Biden,52.3,15
North Carolina,690.0,Trump,46.4,15
Pennsylvania,1107.0,Biden,49.9,20
Pennsylvania,1107.0,Trump,48.4,20
Texas,1151.0,Biden,47.2,38
Texas,1151.0,Trump,51.2,38
Georgia,500.0,Biden,46.1,16
Georgia,500.0,Trump,48.1,16
Georgia,500.0,Biden,46.0,16
Georgia,500.0,Trump,50.1,16
Illinois,450.0,Biden,55.0,20
Illinois,450.0,Trump,38.0,20
Michigan,450.0,Biden,50.0,16
Michigan,450.0,Trump,43.0,16
Minnesota,450.0,Biden,52.0,10
Minnesota,450.0,Trump,43.0,10
New Jersey,450.0,Biden,56.0,14
New Jersey,450.0,Trump,38.0,14
New York,450.0,Biden,61.0,29
New York,450.0,Trump,33.0,29
Ohio,450.0,Biden,47.0,18
Ohio,450.0,Trump,47.0,18
Pennsylvania,450.0,Biden,50.0,20
Pennsylvania,450.0,Trump,44.0,20
Wisconsin,450.0,Biden,50.0,10
Wisconsin,450.0,Trump,42.0,10
Pennsylvania,800.0,Biden,50.0,20
Pennsylvania,800.0,Trump,47.0,20
Ohio,800.0,Biden,45.0,18
Ohio,800.0,Trump,49.0,18
Florida,517.0,Biden,45.0,29
Florida,517.0,Trump,43.0,29
Pennsylvania,340.0,Biden,51.0,20
Pennsylvania,340.0,Trump,49.0,20
Georgia,380.0,Biden,52.0,16
Georgia,380.0,Trump,48.0,16
Florida,400.0,Biden,46.0,29
Florida,400.0,Trump,47.0,29
Wisconsin,789.0,Biden,51.0,10
Wisconsin,789.0,Trump,47.0,10
Iowa,853.0,Biden,49.0,6
Iowa,853.0,Trump,48.0,6
Ohio,1136.0,Biden,48.0,18
Ohio,1136.0,Trump,49.0,18
Colorado,502.0,Biden,53.0,9
Colorado,502.0,Trump,41.0,9
Arizona,717.0,Biden,48.0,11
Arizona,717.0,Trump,48.0,11
Arizona,988.0,Biden,48.0,11
Arizona,988.0,Trump,47.0,11
Pennsylvania,772.0,Biden,51.0,20
Pennsylvania,772.0,Trump,46.0,20
Pennsylvania,1020.0,Biden,50.0,20
Pennsylvania,1020.0,Trump,46.0,20
Arizona,409.0,Biden,50.0,11
Arizona,409.0,Trump,47.0,11
Florida,806.0,Biden,51.0,29
Florida,806.0,Trump,48.0,29
Michigan,383.0,Biden,51.0,16
Michigan,383.0,Trump,44.0,16
North Carolina,473.0,Biden,49.0,15
North Carolina,473.0,Trump,47.0,15
Pennsylvania,699.0,Biden,50.0,20
Pennsylvania,699.0,Trump,46.0,20
Wisconsin,553.0,Biden,53.0,10
Wisconsin,553.0,Trump,45.0,10
Iowa,1084.0,Biden,47.0,6
Iowa,1084.0,Trump,47.0,6
Pennsylvania,502.0,Biden,50.0,20
Pennsylvania,502.0,Trump,45.0,20
Pennsylvania,502.0,Biden,51.0,20
Pennsylvania,502.0,Trump,44.0,20
Pennsylvania,502.0,Biden,50.0,20
Pennsylvania,502.0,Trump,45.0,20
California,800.0,Biden,62.0,55
California,800.0,Trump,31.0,55
Ohio,1440.0,Biden,47.0,18
Ohio,1440.0,Trump,43.0,18
Florida,1657.0,Biden,47.0,29
Florida,1657.0,Trump,42.0,29
Wisconsin,696.0,Biden,53.0,10
Wisconsin,696.0,Trump,45.0,10
Wisconsin,696.0,Biden,53.0,10
Wisconsin,696.0,Trump,43.0,10
Pennsylvania,673.0,Biden,52.0,20
Pennsylvania,673.0,Trump,46.0,20
Pennsylvania,673.0,Biden,51.0,20
Pennsylvania,673.0,Trump,45.0,20
Michigan,654.0,Biden,53.0,16
Michigan,654.0,Trump,45.0,16
Michigan,654.0,Biden,53.0,16
Michigan,654.0,Trump,43.0,16
North Carolina,908.0,Biden,50.0,15
North Carolina,908.0,Trump,48.0,15
Texas,926.0,Biden,49.0,38
Texas,926.0,Trump,48.0,38
Colorado,709.0,Biden,54.0,9
Colorado,709.0,Trump,42.0,9
Arizona,1195.0,Biden,50.0,11
Arizona,1195.0,Trump,47.0,11
Virginia,690.0,Biden,54.0,13
Virginia,690.0,Trump,43.0,13
Alabama,1045.0,Biden,38.0,9
Alabama,1045.0,Trump,58.0,9
Florida,670.0,Biden,51.0,29
Florida,670.0,Trump,47.0,29
Florida,670.0,Biden,50.0,29
Florida,670.0,Trump,46.0,29
North Carolina,707.0,Biden,50.0,15
North Carolina,707.0,Trump,48.0,15
North Carolina,707.0,Biden,49.0,15
North Carolina,707.0,Trump,48.0,15
Pennsylvania,1417.0,Biden,52.0,20
Pennsylvania,1417.0,Trump,45.0,20
Nevada,1442.0,Biden,51.0,6
Nevada,1442.0,Trump,44.0,6
Florida,1202.0,Biden,51.0,29
Florida,1202.0,Trump,48.0,29
Kansas,1121.0,Biden,41.0,6
Kansas,1121.0,Trump,55.0,6
South Carolina,880.0,Biden,44.0,9
South Carolina,880.0,Trump,53.0,9
Georgia,1036.0,Biden,50.0,16
Georgia,1036.0,Trump,48.0,16
Mississippi,562.0,Biden,41.0,6
Mississippi,562.0,Trump,55.0,6
Minnesota,1259.0,Biden,51.0,10
Minnesota,1259.0,Trump,43.0,10
Iowa,951.0,Biden,47.0,6
Iowa,951.0,Trump,49.0,6
Alabama,330.0,Biden,37.8,9
Alabama,330.0,Trump,55.0,9
Arizona,360.0,Biden,50.6,11
Arizona,360.0,Trump,45.7,11
Georgia,438.0,Biden,53.6,16
Georgia,438.0,Trump,44.3,16
Illinois,485.0,Biden,55.1,20
Illinois,485.0,Trump,43.6,20
Indiana,264.0,Biden,43.0,11
Indiana,264.0,Trump,55.2,11
Michigan,413.0,Biden,53.6,16
Michigan,413.0,Trump,44.9,16
New Jersey,324.0,Biden,58.9,14
New Jersey,324.0,Trump,40.0,14
Ohio,516.0,Biden,47.1,18
Ohio,516.0,Trump,52.3,18
Virginia,467.0,Biden,56.3,13
Virginia,467.0,Trump,41.3,13
Wisconsin,253.0,Biden,54.6,10
Wisconsin,253.0,Trump,44.9,10
Illinois,1208.0,Biden,54.1,20
Illinois,1208.0,Trump,38.2,20
Colorado,455.0,Biden,55.4,9
Colorado,455.0,Trump,40.7,9
Connecticut,367.0,Biden,64.1,7
Connecticut,367.0,Trump,33.7,7
Kentucky,383.0,Biden,41.5,8
Kentucky,383.0,Trump,55.0,8
Louisiana,378.0,Biden,39.1,8
Louisiana,378.0,Trump,56.6,8
Maryland,503.0,Biden,67.0,10
Maryland,503.0,Trump,31.1,10
Minnesota,466.0,Biden,52.7,10
Minnesota,466.0,Trump,43.4,10
Missouri,487.0,Biden,43.4,10
Missouri,487.0,Trump,54.6,10
Oregon,324.0,Biden,60.4,7
Oregon,324.0,Trump,37.2,7
South Carolina,426.0,Biden,48.9,9
South Carolina,426.0,Trump,49.8,9
Tennessee,485.0,Biden,40.9,11
Tennessee,485.0,Trump,57.6,11
Washington,489.0,Biden,58.9,12
Washington,489.0,Trump,38.6,12
Wyoming,330.0,Biden,33.0,3
Wyoming,330.0,Trump,66.0,3
Wyoming,330.0,Biden,33.0,3
Wyoming,330.0,Trump,66.0,3
West Virginia,738.0,Biden,31.0,5
West Virginia,738.0,Trump,67.0,5
West Virginia,738.0,Biden,32.0,5
West Virginia,738.0,Trump,67.0,5
Wisconsin,2475.0,Biden,55.0,10
Wisconsin,2475.0,Trump,43.0,10
Wisconsin,2475.0,Biden,54.0,10
Wisconsin,2475.0,Trump,44.0,10
Washington,3666.0,Biden,62.0,12
Washington,3666.0,Trump,35.0,12
Washington,3666.0,Biden,62.0,12
Washington,3666.0,Trump,36.0,12
Vermont,719.0,Biden,70.0,3
Vermont,719.0,Trump,28.0,3
Vermont,719.0,Biden,71.0,3
Vermont,719.0,Trump,26.0,3
Virginia,4145.0,Biden,57.0,13
Virginia,4145.0,Trump,40.0,13
Virginia,4145.0,Biden,57.0,13
Virginia,4145.0,Trump,41.0,13
Utah,1435.0,Biden,43.0,6
Utah,1435.0,Trump,54.0,6
Utah,1435.0,Biden,44.0,6
Utah,1435.0,Trump,54.0,6
Texas,8250.0,Biden,50.0,38
Texas,8250.0,Trump,48.0,38
Texas,8250.0,Biden,47.0,38
Texas,8250.0,Trump,51.0,38
Tennessee,2943.0,Biden,47.0,11
Tennessee,2943.0,Trump,51.0,11
Tennessee,2943.0,Biden,45.0,11
Tennessee,2943.0,Trump,54.0,11
South Dakota,556.0,Biden,37.0,3
South Dakota,556.0,Trump,61.0,3
South Dakota,556.0,Biden,36.0,3
South Dakota,556.0,Trump,62.0,3
South Carolina,2266.0,Biden,44.0,9
South Carolina,2266.0,Trump,53.0,9
South Carolina,2266.0,Biden,43.0,9
South Carolina,2266.0,Trump,55.0,9
Rhode Island,517.0,Biden,62.0,4
Rhode Island,517.0,Trump,36.0,4
Rhode Island,517.0,Biden,62.0,4
Rhode Island,517.0,Trump,36.0,4
Pennsylvania,5358.0,Biden,52.0,20
Pennsylvania,5358.0,Trump,45.0,20
Pennsylvania,5358.0,Biden,51.0,20
Pennsylvania,5358.0,Trump,47.0,20
Oregon,3252.0,Biden,59.0,7
Oregon,3252.0,Trump,39.0,7
Oregon,3252.0,Biden,59.0,7
Oregon,3252.0,Trump,39.0,7
Oklahoma,1745.0,Biden,36.0,7
Oklahoma,1745.0,Trump,62.0,7
Oklahoma,1745.0,Biden,35.0,7
Oklahoma,1745.0,Trump,64.0,7
Ohio,5305.0,Biden,48.0,18
Ohio,5305.0,Trump,50.0,18
Ohio,5305.0,Biden,47.0,18
Ohio,5305.0,Trump,50.0,18
New York,5830.0,Biden,63.0,29
New York,5830.0,Trump,34.0,29
New York,5830.0,Biden,63.0,29
New York,5830.0,Trump,35.0,29
Nevada,2211.0,Biden,50.0,6
Nevada,2211.0,Trump,48.0,6
Nevada,2211.0,Biden,49.0,6
Nevada,2211.0,Trump,49.0,6
New Mexico,1375.0,Biden,56.0,5
New Mexico,1375.0,Trump,42.0,5
New Mexico,1375.0,Biden,56.0,5
New Mexico,1375.0,Trump,42.0,5
New Jersey,3480.0,Biden,59.0,14
New Jersey,3480.0,Trump,38.0,14
New Jersey,3480.0,Biden,59.0,14
New Jersey,3480.0,Trump,39.0,14
New Hampshire,910.0,Biden,54.0,4
New Hampshire,910.0,Trump,45.0,4
New Hampshire,910.0,Biden,53.0,4
New Hampshire,910.0,Trump,46.0,4
Nebraska,1666.0,Biden,44.0,3
Nebraska,1666.0,Trump,54.0,3
Nebraska,1666.0,Biden,43.0,3
Nebraska,1666.0,Trump,55.0,3
North Dakota,370.0,Biden,40.0,3
North Dakota,370.0,Trump,58.0,3
North Dakota,370.0,Biden,39.0,3
North Dakota,370.0,Trump,59.0,3
North Carolina,4867.0,Biden,53.0,15
North Carolina,4867.0,Trump,45.0,15
North Carolina,4867.0,Biden,51.0,15
North Carolina,4867.0,Trump,47.0,15
Montana,957.0,Biden,46.0,3
Montana,957.0,Trump,52.0,3
Montana,957.0,Biden,46.0,3
Montana,957.0,Trump,52.0,3
Mississippi,1336.0,Biden,42.0,6
Mississippi,1336.0,Trump,55.0,6
Mississippi,1336.0,Biden,37.0,6
Mississippi,1336.0,Trump,61.0,6
Missouri,2644.0,Biden,43.0,10
Missouri,2644.0,Trump,54.0,10
Missouri,2644.0,Biden,44.0,10
Missouri,2644.0,Trump,54.0,10
Minnesota,2727.0,Biden,55.0,10
Minnesota,2727.0,Trump,42.0,10
Minnesota,2727.0,Biden,56.0,10
Minnesota,2727.0,Trump,42.0,10
Michigan,3976.0,Biden,53.0,16
Michigan,3976.0,Trump,44.0,16
Michigan,3976.0,Biden,52.0,16
Michigan,3976.0,Trump,46.0,16
Maine,1183.0,Biden,56.0,2
Maine,1183.0,Trump,41.0,2
Maine,1183.0,Biden,56.0,2
Maine,1183.0,Trump,42.0,2
Maryland,2918.0,Biden,66.0,10
Maryland,2918.0,Trump,30.0,10
Maryland,2918.0,Biden,65.0,10
Maryland,2918.0,Trump,32.0,10
Massachusetts,3293.0,Biden,68.0,11
Massachusetts,3293.0,Trump,29.0,11
Massachusetts,3293.0,Biden,69.0,11
Massachusetts,3293.0,Trump,29.0,11
Louisiana,1388.0,Biden,39.0,8
Louisiana,1388.0,Trump,58.0,8
Louisiana,1388.0,Biden,35.0,8
Louisiana,1388.0,Trump,62.0,8
Kentucky,1759.0,Biden,40.0,8
Kentucky,1759.0,Trump,58.0,8
Kentucky,1759.0,Biden,40.0,8
Kentucky,1759.0,Trump,59.0,8
Kansas,2159.0,Biden,45.0,6
Kansas,2159.0,Trump,53.0,6
Kansas,2159.0,Biden,44.0,6
Kansas,2159.0,Trump,54.0,6
Indiana,2392.0,Biden,44.0,11
Indiana,2392.0,Trump,54.0,11
Indiana,2392.0,Biden,44.0,11
Indiana,2392.0,Trump,54.0,11
Illinois,4848.0,Biden,58.0,20
Illinois,4848.0,Trump,39.0,20
Illinois,4848.0,Biden,58.0,20
Illinois,4848.0,Trump,40.0,20
Idaho,824.0,Biden,40.0,4
Idaho,824.0,Trump,57.0,4
Idaho,824.0,Biden,40.0,4
Idaho,824.0,Trump,58.0,4
Iowa,1330.0,Biden,50.0,6
Iowa,1330.0,Trump,49.0,6
Iowa,1330.0,Biden,49.0,6
Iowa,1330.0,Trump,50.0,6
Hawaii,619.0,Biden,65.0,4
Hawaii,619.0,Trump,31.0,4
Hawaii,619.0,Biden,66.0,4
Hawaii,619.0,Trump,31.0,4
Florida,7796.0,Biden,50.0,29
Florida,7796.0,Trump,48.0,29
Florida,7796.0,Biden,48.0,29
Florida,7796.0,Trump,50.0,29
Delaware,588.0,Biden,62.0,3
Delaware,588.0,Trump,37.0,3
Delaware,588.0,Biden,61.0,3
Delaware,588.0,Trump,38.0,3
District of Columbia,457.0,Biden,92.0,3
District of Columbia,457.0,Trump,6.0,3
District of Columbia,457.0,Biden,94.0,3
District of Columbia,457.0,Trump,5.0,3
Connecticut,1867.0,Biden,61.0,7
Connecticut,1867.0,Trump,37.0,7
Connecticut,1867.0,Biden,60.0,7
Connecticut,1867.0,Trump,38.0,7
Colorado,2677.0,Biden,57.0,9
Colorado,2677.0,Trump,41.0,9
Colorado,2677.0,Biden,55.0,9
Colorado,2677.0,Trump,43.0,9
California,10925.0,Biden,62.0,55
California,10925.0,Trump,36.0,55
California,10925.0,Biden,62.0,55
California,10925.0,Trump,36.0,55
Arizona,3807.0,Biden,53.0,11
Arizona,3807.0,Trump,45.0,11
Arizona,3807.0,Biden,52.0,11
Arizona,3807.0,Trump,47.0,11
Arkansas,1161.0,Biden,41.0,6
Arkansas,1161.0,Trump,58.0,6
Arkansas,1161.0,Biden,38.0,6
Arkansas,1161.0,Trump,61.0,6
Alabama,1608.0,Biden,39.0,9
Alabama,1608.0,Trump,58.0,9
Alabama,1608.0,Biden,36.0,9
Alabama,1608.0,Trump,62.0,9
Alaska,537.0,Biden,45.0,3
Alaska,537.0,Trump,53.0,3
Alaska,537.0,Biden,46.0,3
Alaska,537.0,Trump,53.0,3
Georgia,3535.0,Biden,52.0,16
Georgia,3535.0,Trump,45.0,16
Georgia,3535.0,Biden,50.0,16
Georgia,3535.0,Trump,49.0,16
North Carolina,450.0,Biden,43.6,15
North Carolina,450.0,Trump,48.0,15
Arizona,641.0,Biden,48.1,11
Arizona,641.0,Trump,50.4,11
North Carolina,812.0,Biden,47.5,15
North Carolina,812.0,Trump,49.5,15
Wisconsin,781.0,Biden,50.6,10
Wisconsin,781.0,Trump,48.7,10
Michigan,500.0,Biden,48.8,16
Michigan,500.0,Trump,46.7,16
Pennsylvania,500.0,Biden,47.4,20
Pennsylvania,500.0,Trump,48.7,20
Texas,962.0,Biden,47.3,38
Texas,962.0,Trump,50.0,38
Georgia,679.0,Biden,46.1,16
Georgia,679.0,Trump,48.3,16
Michigan,686.0,Biden,48.3,16
Michigan,686.0,Trump,45.9,16
Michigan,1033.0,Biden,45.8,16
Michigan,1033.0,Trump,48.3,16
Ohio,1041.0,Biden,44.4,18
Ohio,1041.0,Trump,49.2,18
Pennsylvania,879.0,Biden,52.0,20
Pennsylvania,879.0,Trump,48.0,20
Florida,768.0,Biden,51.0,29
Florida,768.0,Trump,49.0,29
North Carolina,676.0,Biden,51.0,15
North Carolina,676.0,Trump,49.0,15
Pennsylvania,1062.0,Biden,45.9,20
Pennsylvania,1062.0,Trump,47.8,20
Wisconsin,450.0,Biden,49.0,10
Wisconsin,450.0,Trump,46.0,10
Michigan,700.0,Biden,52.0,16
Michigan,700.0,Trump,45.5,16
Ohio,656.0,Biden,49.6,18
Ohio,656.0,Trump,48.7,18
Iowa,604.0,Biden,47.4,6
Iowa,604.0,Trump,48.6,6
Arizona,732.0,Biden,48.0,11
Arizona,732.0,Trump,45.9,11
Nevada,720.0,Biden,48.9,6
Nevada,720.0,Trump,47.2,6
Florida,800.0,Biden,48.0,29
Florida,800.0,Trump,47.0,29
Maine,611.0,Biden,54.3,2
Maine,611.0,Trump,42.9,2
Maine CD-1,310.0,Biden,57.7,1
Maine CD-1,310.0,Trump,38.7,1
Maine CD-2,301.0,Biden,49.8,1
Maine CD-2,301.0,Trump,46.8,1
North Carolina,855.0,Biden,47.4,15
North Carolina,855.0,Trump,47.1,15
Georgia,749.0,Biden,48.8,16
Georgia,749.0,Trump,49.4,16
Texas,763.0,Biden,48.7,38
Texas,763.0,Trump,49.7,38
Florida,1451.0,Biden,47.0,29
Florida,1451.0,Trump,44.0,29
Pennsylvania,1862.0,Biden,49.0,20
Pennsylvania,1862.0,Trump,43.0,20
Arizona,1059.0,Biden,48.4,11
Arizona,1059.0,Trump,46.1,11
Colorado,727.0,Biden,53.8,9
Colorado,727.0,Trump,40.9,9
Florida,4451.0,Biden,51.5,29
Florida,4451.0,Trump,45.4,29
Georgia,1743.0,Biden,48.8,16
Georgia,1743.0,Trump,46.4,16
Indiana,1147.0,Biden,42.0,11
Indiana,1147.0,Trump,53.4,11
Michigan,1736.0,Biden,51.8,16
Michigan,1736.0,Trump,44.5,16
Minnesota,883.0,Biden,51.7,10
Minnesota,883.0,Trump,42.4,10
Missouri,1109.0,Biden,42.9,10
Missouri,1109.0,Trump,52.3,10
North Carolina,1982.0,Biden,49.1,15
North Carolina,1982.0,Trump,48.4,15
Ohio,2179.0,Biden,46.6,18
Ohio,2179.0,Trump,49.2,18
Pennsylvania,2686.0,Biden,51.9,20
Pennsylvania,2686.0,Trump,43.2,20
South Carolina,904.0,Biden,44.5,9
South Carolina,904.0,Trump,51.1,9
Texas,3267.0,Biden,48.1,38
Texas,3267.0,Trump,48.1,38
Wisconsin,1002.0,Biden,53.8,10
Wisconsin,1002.0,Trump,40.5,10
Wyoming,361.0,Biden,33.0,3
Wyoming,361.0,Trump,65.0,3
Wyoming,361.0,Biden,34.0,3
Wyoming,361.0,Trump,65.0,3
West Virginia,798.0,Biden,32.0,5
West Virginia,798.0,Trump,67.0,5
West Virginia,798.0,Biden,33.0,5
West Virginia,798.0,Trump,66.0,5
Wisconsin,2554.0,Biden,55.0,10
Wisconsin,2554.0,Trump,43.0,10
Wisconsin,2554.0,Biden,54.0,10
Wisconsin,2554.0,Trump,44.0,10
Washington,3931.0,Biden,62.0,12
Washington,3931.0,Trump,35.0,12
Washington,3931.0,Biden,62.0,12
Washington,3931.0,Trump,36.0,12
Vermont,737.0,Biden,69.0,3
Vermont,737.0,Trump,28.0,3
Vermont,737.0,Biden,71.0,3
Vermont,737.0,Trump,27.0,3
Virginia,4390.0,Biden,57.0,13
Virginia,4390.0,Trump,40.0,13
Virginia,4390.0,Biden,56.0,13
Virginia,4390.0,Trump,42.0,13
Utah,1519.0,Biden,43.0,6
Utah,1519.0,Trump,54.0,6
Utah,1519.0,Biden,43.0,6
Utah,1519.0,Trump,55.0,6
Tennessee,3030.0,Biden,45.0,11
Tennessee,3030.0,Trump,53.0,11
Tennessee,3030.0,Biden,43.0,11
Tennessee,3030.0,Trump,55.0,11
South Dakota,597.0,Biden,38.0,3
South Dakota,597.0,Trump,60.0,3
South Dakota,597.0,Biden,36.0,3
South Dakota,597.0,Trump,62.0,3
South Carolina,2444.0,Biden,45.0,9
South Carolina,2444.0,Trump,52.0,9
South Carolina,2444.0,Biden,43.0,9
South Carolina,2444.0,Trump,54.0,9
Rhode Island,551.0,Biden,63.0,4
Rhode Island,551.0,Trump,35.0,4
Rhode Island,551.0,Biden,62.0,4
Rhode Island,551.0,Trump,36.0,4
Pennsylvania,5750.0,Biden,52.0,20
Pennsylvania,5750.0,Trump,45.0,20
Pennsylvania,5750.0,Biden,51.0,20
Pennsylvania,5750.0,Trump,47.0,20
Oregon,3451.0,Biden,59.0,7
Oregon,3451.0,Trump,39.0,7
Oregon,3451.0,Biden,59.0,7
Oregon,3451.0,Trump,39.0,7
Ohio,5468.0,Biden,48.0,18
Ohio,5468.0,Trump,49.0,18
Ohio,5468.0,Biden,48.0,18
Ohio,5468.0,Trump,50.0,18
New York,5934.0,Biden,63.0,29
New York,5934.0,Trump,34.0,29
New York,5934.0,Biden,63.0,29
New York,5934.0,Trump,35.0,29
Nevada,2247.0,Biden,50.0,6
Nevada,2247.0,Trump,48.0,6
Nevada,2247.0,Biden,49.0,6
Nevada,2247.0,Trump,49.0,6
New Mexico,1463.0,Biden,55.0,5
New Mexico,1463.0,Trump,43.0,5
New Mexico,1463.0,Biden,55.0,5
New Mexico,1463.0,Trump,43.0,5
New Jersey,3697.0,Biden,60.0,14
New Jersey,3697.0,Trump,37.0,14
New Jersey,3697.0,Biden,60.0,14
New Jersey,3697.0,Trump,38.0,14
New Hampshire,982.0,Biden,53.0,4
New Hampshire,982.0,Trump,46.0,4
New Hampshire,982.0,Biden,52.0,4
New Hampshire,982.0,Trump,47.0,4
Nebraska,1751.0,Biden,43.0,3
Nebraska,1751.0,Trump,55.0,3
Nebraska,1751.0,Biden,43.0,3
Nebraska,1751.0,Trump,56.0,3
North Dakota,399.0,Biden,41.0,3
North Dakota,399.0,Trump,57.0,3
North Dakota,399.0,Biden,40.0,3
North Dakota,399.0,Trump,59.0,3
North Carolina,5274.0,Biden,53.0,15
North Carolina,5274.0,Trump,45.0,15
North Carolina,5274.0,Biden,52.0,15
North Carolina,5274.0,Trump,47.0,15
Montana,1031.0,Biden,46.0,3
Montana,1031.0,Trump,52.0,3
Montana,1031.0,Biden,46.0,3
Montana,1031.0,Trump,52.0,3
Mississippi,1369.0,Biden,43.0,6
Mississippi,1369.0,Trump,55.0,6
Mississippi,1369.0,Biden,37.0,6
Mississippi,1369.0,Trump,61.0,6
Missouri,2849.0,Biden,43.0,10
Missouri,2849.0,Trump,54.0,10
Missouri,2849.0,Biden,43.0,10
Missouri,2849.0,Trump,54.0,10
Minnesota,2935.0,Biden,54.0,10
Minnesota,2935.0,Trump,43.0,10
Minnesota,2935.0,Biden,55.0,10
Minnesota,2935.0,Trump,43.0,10
Michigan,4202.0,Biden,52.0,16
Michigan,4202.0,Trump,45.0,16
Michigan,4202.0,Biden,52.0,16
Michigan,4202.0,Trump,46.0,16
Maine,1242.0,Biden,56.0,2
Maine,1242.0,Trump,41.0,2
Maine,1242.0,Biden,56.0,2
Maine,1242.0,Trump,42.0,2
Maryland,3150.0,Biden,66.0,10
Maryland,3150.0,Trump,30.0,10
Maryland,3150.0,Biden,66.0,10
Maryland,3150.0,Trump,31.0,10
Massachusetts,3462.0,Biden,68.0,11
Massachusetts,3462.0,Trump,29.0,11
Massachusetts,3462.0,Biden,68.0,11
Massachusetts,3462.0,Trump,29.0,11
Louisiana,1533.0,Biden,39.0,8
Louisiana,1533.0,Trump,58.0,8
Louisiana,1533.0,Biden,36.0,8
Louisiana,1533.0,Trump,62.0,8
Kentucky,1976.0,Biden,40.0,8
Kentucky,1976.0,Trump,58.0,8
Kentucky,1976.0,Biden,40.0,8
Kentucky,1976.0,Trump,59.0,8
Kansas,2384.0,Biden,44.0,6
Kansas,2384.0,Trump,53.0,6
Kansas,2384.0,Biden,44.0,6
Kansas,2384.0,Trump,54.0,6
Indiana,2545.0,Biden,44.0,11
Indiana,2545.0,Trump,53.0,11
Indiana,2545.0,Biden,44.0,11
Indiana,2545.0,Trump,54.0,11
Illinois,5013.0,Biden,58.0,20
Illinois,5013.0,Trump,39.0,20
Illinois,5013.0,Biden,57.0,20
Illinois,5013.0,Trump,41.0,20
Idaho,878.0,Biden,40.0,4
Idaho,878.0,Trump,58.0,4
Idaho,878.0,Biden,39.0,4
Idaho,878.0,Trump,59.0,4
Hawaii,631.0,Biden,64.0,4
Hawaii,631.0,Trump,32.0,4
Hawaii,631.0,Biden,66.0,4
Hawaii,631.0,Trump,32.0,4
Georgia,3748.0,Biden,53.0,16
Georgia,3748.0,Trump,45.0,16
Georgia,3748.0,Biden,50.0,16
Georgia,3748.0,Trump,48.0,16
Florida,7807.0,Biden,50.0,29
Florida,7807.0,Trump,48.0,29
Florida,7807.0,Biden,48.0,29
Florida,7807.0,Trump,50.0,29
Delaware,664.0,Biden,61.0,3
Delaware,664.0,Trump,38.0,3
Delaware,664.0,Biden,60.0,3
Delaware,664.0,Trump,39.0,3
Connecticut,1928.0,Biden,61.0,7
Connecticut,1928.0,Trump,37.0,7
Connecticut,1928.0,Biden,61.0,7
Connecticut,1928.0,Trump,38.0,7
Colorado,2888.0,Biden,57.0,9
Colorado,2888.0,Trump,41.0,9
Colorado,2888.0,Biden,55.0,9
Colorado,2888.0,Trump,43.0,9
California,11324.0,Biden,62.0,55
California,11324.0,Trump,36.0,55
California,11324.0,Biden,62.0,55
California,11324.0,Trump,36.0,55
Arizona,3933.0,Biden,53.0,11
Arizona,3933.0,Trump,45.0,11
Arizona,3933.0,Biden,52.0,11
Arizona,3933.0,Trump,46.0,11
Arkansas,1253.0,Biden,41.0,6
Arkansas,1253.0,Trump,57.0,6
Arkansas,1253.0,Biden,39.0,6
Arkansas,1253.0,Trump,60.0,6
Alabama,1714.0,Biden,41.0,9
Alabama,1714.0,Trump,56.0,9
Alabama,1714.0,Biden,38.0,9
Alabama,1714.0,Trump,60.0,9
Alaska,614.0,Biden,45.0,3
Alaska,614.0,Trump,54.0,3
Alaska,614.0,Biden,45.0,3
Alaska,614.0,Trump,54.0,3
Texas,8692.0,Biden,50.0,38
Texas,8692.0,Trump,48.0,38
Texas,8692.0,Biden,47.0,38
Texas,8692.0,Trump,51.0,38
Oklahoma,1880.0,Biden,36.0,7
Oklahoma,1880.0,Trump,62.0,7
Oklahoma,1880.0,Biden,35.0,7
Oklahoma,1880.0,Trump,64.0,7
Iowa,1484.0,Biden,50.0,6
Iowa,1484.0,Trump,48.0,6
Iowa,1484.0,Biden,49.0,6
Iowa,1484.0,Trump,50.0,6
Iowa,400.0,Biden,46.1,6
Iowa,400.0,Trump,47.8,6
Michigan,745.0,Biden,54.0,16
Michigan,745.0,Trump,44.0,16
Minnesota,770.0,Biden,54.0,10
